plot,condition,co2,type,measurement,unit
Freshwater,2_postflood,60646.0646612861,tree,conc,ppm
Freshwater,2_postflood,47283.7715180023,tree,conc,ppm
Freshwater,2_postflood,46135.8965409907,tree,conc,ppm
Freshwater,2_postflood,81921.8907895497,tree,conc,ppm
Freshwater,2_postflood,47321.9823011721,tree,conc,ppm
Freshwater,2_postflood,61843.3210912573,tree,conc,ppm
Freshwater,2_postflood,54058.6497613526,tree,conc,ppm
Freshwater,2_postflood,65788.828257848,tree,conc,ppm
Freshwater,2_postflood,61109.9134258912,tree,conc,ppm
Control,2_postflood,47946.5964310097,tree,conc,ppm
Control,2_postflood,74695.6520308778,tree,conc,ppm
Control,2_postflood,126229.045154726,tree,conc,ppm
Control,2_postflood,68625.503690374,tree,conc,ppm
Control,2_postflood,30680.7274075214,tree,conc,ppm
Control,2_postflood,78495.0753165112,tree,conc,ppm
Control,2_postflood,87539.5241639979,tree,conc,ppm
Control,2_postflood,18988.1686606711,tree,conc,ppm
Control,2_postflood,2867.4643683711,tree,conc,ppm
Saltwater,2_postflood,82683.3342028403,tree,conc,ppm
Saltwater,2_postflood,122039.315937834,tree,conc,ppm
Saltwater,2_postflood,64852.3235775159,tree,conc,ppm
Saltwater,2_postflood,79092.8760790337,tree,conc,ppm
Saltwater,2_postflood,103939.145708544,tree,conc,ppm
Saltwater,2_postflood,90370.3114969415,tree,conc,ppm
Saltwater,2_postflood,81878.706941128,tree,conc,ppm
Saltwater,2_postflood,107286.731956633,tree,conc,ppm
Saltwater,2_postflood,78910.7778665846,tree,conc,ppm
Saltwater,2_postflood,7090.52107802357,tree,conc,ppm
Freshwater,2_postflood,82341.0145145001,tree,conc,ppm
Freshwater,2_postflood,74173.1054598959,tree,conc,ppm
Freshwater,2_postflood,70131.6122970333,tree,conc,ppm
Freshwater,2_postflood,94395.809245498,tree,conc,ppm
Freshwater,2_postflood,73754.3285822818,tree,conc,ppm
Freshwater,2_postflood,86578.908196197,tree,conc,ppm
Freshwater,2_postflood,1279.28458301563,tree,conc,ppm
Control,2_postflood,49135.0245251263,tree,conc,ppm
Control,2_postflood,87538.7667209806,tree,conc,ppm
Control,2_postflood,41365.1740538401,tree,conc,ppm
Control,2_postflood,81704.5841580962,tree,conc,ppm
Control,2_postflood,68017.9898350416,tree,conc,ppm
Control,2_postflood,56450.6765188726,tree,conc,ppm
Control,2_postflood,82055.1911641549,tree,conc,ppm
Control,2_postflood,88988.8690998326,tree,conc,ppm
Control,2_postflood,17111.8040849754,tree,conc,ppm
Control,2_postflood,3516.01381305154,tree,conc,ppm
Saltwater,2_postflood,92652.5764189576,tree,conc,ppm
Saltwater,2_postflood,128852.961433008,tree,conc,ppm
Saltwater,2_postflood,125773.777345867,tree,conc,ppm
Saltwater,2_postflood,77045.6412697333,tree,conc,ppm
Saltwater,2_postflood,88063.4965100711,tree,conc,ppm
Saltwater,2_postflood,81991.4322842883,tree,conc,ppm
Saltwater,2_postflood,101374.08720825201,tree,conc,ppm
Saltwater,2_postflood,94631.5968012309,tree,conc,ppm
Saltwater,2_postflood,81769.8579239973,tree,conc,ppm
Saltwater,2_postflood,3049.47346987698,tree,conc,ppm
Freshwater,2_postflood,160242.068401279,tree,conc,ppm
Freshwater,2_postflood,75886.0851212166,tree,conc,ppm
Freshwater,2_postflood,65832.5885082945,tree,conc,ppm
Freshwater,2_postflood,80813.118282226,tree,conc,ppm
Freshwater,2_postflood,93117.5127651544,tree,conc,ppm
Freshwater,2_postflood,76416.0724559565,tree,conc,ppm
Freshwater,2_postflood,82435.6057807172,tree,conc,ppm
Freshwater,2_postflood,7260.72297955416,tree,conc,ppm
Control,2_postflood,52358.4262810071,tree,conc,ppm
Control,2_postflood,90499.8626785554,tree,conc,ppm
Control,2_postflood,102892.525484959,tree,conc,ppm
Control,2_postflood,70583.830104365,tree,conc,ppm
Control,2_postflood,62375.2769894432,tree,conc,ppm
Control,2_postflood,52668.6748669361,tree,conc,ppm
Control,2_postflood,81015.7117074736,tree,conc,ppm
Control,2_postflood,76109.6181080043,tree,conc,ppm
Control,2_postflood,32519.712910446,tree,conc,ppm
Control,2_postflood,1014.92599294252,tree,conc,ppm
Saltwater,2_postflood,110526.592691822,tree,conc,ppm
Saltwater,2_postflood,124944.596124003,tree,conc,ppm
Saltwater,2_postflood,166787.002817677,tree,conc,ppm
Saltwater,2_postflood,75738.6971852383,tree,conc,ppm
Saltwater,2_postflood,75965.7959390676,tree,conc,ppm
Saltwater,2_postflood,66072.0644434052,tree,conc,ppm
Saltwater,2_postflood,78630.5199028366,tree,conc,ppm
Saltwater,2_postflood,82779.7725762885,tree,conc,ppm
Saltwater,2_postflood,59904.0200384712,tree,conc,ppm
Saltwater,2_postflood,1117.89151165544,tree,conc,ppm
Freshwater,2_postflood,152946.696364306,tree,conc,ppm
Freshwater,2_postflood,29716.4481441084,tree,conc,ppm
Freshwater,2_postflood,66921.8574175016,tree,conc,ppm
Freshwater,2_postflood,66033.0245832121,tree,conc,ppm
Freshwater,2_postflood,66551.2745021832,tree,conc,ppm
Freshwater,2_postflood,76675.5270770814,tree,conc,ppm
Freshwater,2_postflood,60770.5021302909,tree,conc,ppm
Freshwater,2_postflood,67872.7146184184,tree,conc,ppm
Freshwater,2_postflood,3615.89330191555,tree,conc,ppm
Control,2_postflood,57403.1029339759,tree,conc,ppm
Control,2_postflood,80503.5036716276,tree,conc,ppm
Control,2_postflood,119806.882921094,tree,conc,ppm
Control,2_postflood,71476.5077733705,tree,conc,ppm
Control,2_postflood,63527.1218688652,tree,conc,ppm
Control,2_postflood,45003.4687239667,tree,conc,ppm
Control,2_postflood,65428.4560123203,tree,conc,ppm
Control,2_postflood,61973.005875916,tree,conc,ppm
Control,2_postflood,43085.4454627884,tree,conc,ppm
Control,2_postflood,634.456359782972,tree,conc,ppm
Saltwater,2_postflood,11727.5227812496,tree,conc,ppm
Saltwater,2_postflood,27819.8461049192,tree,conc,ppm
Saltwater,2_postflood,47426.3906099376,tree,conc,ppm
Saltwater,2_postflood,57581.5286153566,tree,conc,ppm
Saltwater,2_postflood,82095.7300042892,tree,conc,ppm
Saltwater,2_postflood,52412.2117161001,tree,conc,ppm
Saltwater,2_postflood,37949.1265405999,tree,conc,ppm
Saltwater,2_postflood,13521.3283054497,tree,conc,ppm
Saltwater,2_postflood,17139.0220166827,tree,conc,ppm
Saltwater,2_postflood,3372.35893594868,tree,conc,ppm
Freshwater,2_postflood,5826.84226733545,tree,conc,ppm
Freshwater,2_postflood,30389.505474062,tree,conc,ppm
Freshwater,2_postflood,25670.7947533337,tree,conc,ppm
Freshwater,2_postflood,14656.3995652866,tree,conc,ppm
Freshwater,2_postflood,31702.2418985225,tree,conc,ppm
Freshwater,2_postflood,11060.1693269736,tree,conc,ppm
Freshwater,2_postflood,19741.5526101007,tree,conc,ppm
Freshwater,2_postflood,25175.5715917276,tree,conc,ppm
Freshwater,2_postflood,728.633684859334,tree,conc,ppm
Control,2_postflood,46323.8474930096,tree,conc,ppm
Control,2_postflood,57879.1518136289,tree,conc,ppm
Control,2_postflood,45773.6476778072,tree,conc,ppm
Control,2_postflood,42918.566329309,tree,conc,ppm
Control,2_postflood,31793.7760761443,tree,conc,ppm
Control,2_postflood,8407.00365399128,tree,conc,ppm
Control,2_postflood,46071.7981738635,tree,conc,ppm
Control,2_postflood,46689.6869286256,tree,conc,ppm
Control,2_postflood,39206.6236830456,tree,conc,ppm
Control,2_postflood,762.541961170534,tree,conc,ppm
Saltwater,2_postflood,51260.5742912263,tree,conc,ppm
Saltwater,2_postflood,109715.581099889,tree,conc,ppm
Saltwater,2_postflood,73025.7821436146,tree,conc,ppm
Saltwater,2_postflood,45019.0068742295,tree,conc,ppm
Saltwater,2_postflood,56806.1912490966,tree,conc,ppm
Saltwater,2_postflood,56840.4125073415,tree,conc,ppm
Saltwater,2_postflood,59524.6535329432,tree,conc,ppm
Saltwater,2_postflood,52002.8918955914,tree,conc,ppm
Saltwater,2_postflood,35900.7703460852,tree,conc,ppm
Saltwater,2_postflood,1480.65644765777,tree,conc,ppm
Freshwater,2_postflood,80869.6757546271,tree,conc,ppm
Freshwater,2_postflood,37497.511205206,tree,conc,ppm
Freshwater,2_postflood,38572.2005638724,tree,conc,ppm
Freshwater,2_postflood,39238.0966018978,tree,conc,ppm
Freshwater,2_postflood,36897.2206881683,tree,conc,ppm
Freshwater,2_postflood,47610.0703288067,tree,conc,ppm
Freshwater,2_postflood,34319.4999780622,tree,conc,ppm
Freshwater,2_postflood,47661.7125125572,tree,conc,ppm
Freshwater,2_postflood,4627.37206816821,tree,conc,ppm
